Problem;Number of Iterations;Termination Criterion;Makespan;Time (s);%Gap
ta39;500;5;2632;55.421875;3.1
ta39;500;10;2610;52.375;2.3
ta39;500;20;2615;50.78125;2.5
ta39;1000;5;2593;109.859375;1.6
ta39;1000;10;2590;104.828125;1.5
ta39;1000;20;2587;101.296875;1.4
ta39;2500;5;2620;275.3125;2.7
ta39;2500;10;2597;264.078125;1.8
ta39;2500;20;2577;255.3125;1
ta40;50;5;2803;5.265625;0.8
ta40;50;10;2825;4.984375;1.5
ta40;50;20;2870;5.109375;3.2
ta40;100;5;2806;10.609375;0.9
ta40;100;10;2801;10.546875;0.7
ta40;100;20;2784;10.109375;0.1
ta40;250;5;2832;27.078125;1.8
ta40;250;10;2818;26.671875;1.3
ta40;250;20;2843;25.8125;2.2
ta40;500;5;2792;54.625;0.4
ta40;500;10;2792;52.375;0.4
ta40;500;20;2832;51.5;1.8
ta40;1000;5;2792;109.953125;0.4
ta40;1000;10;2783;105.59375;0
ta40;1000;20;2783;102.34375;0
ta40;2500;5;2789;276.109375;0.3
ta40;2500;10;2784;264.15625;0.1
ta40;2500;20;2789;255.703125;0.3
ta41;50;5;3326;6.34375;10
ta41;50;10;3279;6.046875;8.4
ta41;50;20;3368;5.625;11.3
ta41;100;5;3292;12.828125;8.8
ta41;100;10;3251;12.1875;7.5
ta41;100;20;3282;11.953125;8.5
ta41;250;5;3298;32.03125;9
ta41;250;10;3238;30.1875;7
ta41;250;20;3193;29.265625;5.6
ta41;500;5;3271;64.234375;8.1
ta41;500;10;3206;60.984375;6
ta41;500;20;3180;59.0625;5.1
ta41;1000;5;3221;127.859375;6.5
ta41;1000;10;3204;122.453125;5.9
ta41;1000;20;3162;118.109375;4.5
ta41;2500;5;3263;321.46875;7.9
ta41;2500;10;3172;307.46875;4.9
ta41;2500;20;3169;296.765625;4.8
ta42;50;5;3193;6.03125;10.4
ta42;50;10;3191;6.359375;10.3
ta42;50;20;3180;5.703125;10
ta42;100;5;3175;12.84375;9.8
ta42;100;10;3139;12.09375;8.5
ta42;100;20;3193;11.53125;10.4
ta42;250;5;3194;32.109375;10.4
ta42;250;10;3126;30.5;8.1
ta42;250;20;3093;30.859375;7
ta42;500;5;3124;63.78125;8
ta42;500;10;3056;61;5.7
ta42;500;20;3103;59.921875;7.3
ta42;1000;5;3143;127.875;8.7
ta42;1000;10;3112;122.125;7.6
ta42;1000;20;3009;117.71875;4
ta42;2500;5;3116;320.390625;7.7
ta42;2500;10;3041;305.6875;5.2
ta42;2500;20;3072;297.53125;6.2
ta43;50;5;3191;6.265625;11.4
ta43;50;10;3223;5.84375;12.5
ta43;50;20;3182;6.0625;11.1
ta43;100;5;3131;12.578125;9.3
ta43;100;10;3124;11.875;9.1
ta43;100;20;3202;11.84375;11.8
ta43;250;5;3147;31.703125;9.9
ta43;250;10;3145;30.4375;9.8
ta43;250;20;3141;29.546875;9.7
ta43;500;5;3119;63.765625;8.9
ta43;500;10;3099;61.015625;8.2
ta43;500;20;3038;59.3125;6.1
ta43;1000;5;3126;127.78125;9.1
ta43;1000;10;3071;122.046875;7.2
ta43;1000;20;3055;118.671875;6.7
ta43;2500;5;3079;320.421875;7.5
ta43;2500;10;3036;305.140625;6
ta43;2500;20;3038;297.609375;6.1
ta44;50;5;3345;6.5;9.2
ta44;50;10;3337;5.953125;8.9
ta44;50;20;3329;5.8125;8.6
ta44;100;5;3290;12.765625;7.4
ta44;100;10;3278;12.421875;7
ta44;100;20;3309;11.828125;8
ta44;250;5;3284;31.84375;7.2
ta44;250;10;3274;30.328125;6.9
ta44;250;20;3243;29.28125;5.8
ta44;500;5;3284;64.234375;7.2
ta44;500;10;3175;60.71875;3.6
ta44;500;20;3205;58.875;4.6
ta44;1000;5;3288;128.59375;7.3
ta44;1000;10;3191;121.875;4.1
ta44;1000;20;3189;118.890625;4.1
ta44;2500;5;3308;319.71875;8
ta44;2500;10;3199;306.578125;4.4
ta44;2500;20;3178;296.578125;3.7
ta45;50;5;3295;6.109375;10.3
ta45;50;10;3283;6.1875;9.9
ta45;50;20;3350;5.703125;12.2
ta45;100;5;3376;12.8125;13.1
ta45;100;10;3271;12.203125;9.5
ta45;100;20;3240;11.578125;8.5
ta45;250;5;3235;31.875;8.3
ta45;250;10;3191;30.46875;6.9
ta45;250;20;3230;29.4375;8.2
ta45;500;5;3275;63.734375;9.7
ta45;500;10;3205;60.671875;7.3
ta45;500;20;3292;59.34375;10.2
ta45;1000;5;3270;127.84375;9.5
ta45;1000;10;3197;122.921875;7.1
ta45;1000;20;3152;117.53125;5.6
ta45;2500;5;3230;319.953125;8.2
ta45;2500;10;3134;305.484375;5
ta45;2500;20;3147;296.265625;5.4
ta46;50;5;3246;6.53125;8
ta46;50;10;3297;5.953125;9.7
ta46;50;20;3277;5.640625;9
ta46;100;5;3211;12.875;6.8
ta46;100;10;3269;12.09375;8.7
ta46;100;20;3343;11.71875;11.2
ta46;250;5;3226;32.21875;7.3
ta46;250;10;3224;30.453125;7.3
ta46;250;20;3237;29.609375;7.7
ta46;500;5;3206;65.6875;6.7
ta46;500;10;3185;82.296875;6
ta46;500;20;3187;70.5625;6
ta46;1000;5;3260;164.609375;8.4
ta46;1000;10;3224;158.375;7.3
ta46;1000;20;3155;158.234375;5
ta46;2500;5;3241;432.703125;7.8
ta46;2500;10;3159;434.90625;5.1
ta46;2500;20;3115;392.875;3.6
ta47;50;5;3385;8.59375;8.9
ta47;50;10;3361;7.9375;8.2
ta47;50;20;3327;7.84375;7.1
ta47;100;5;3314;16.46875;6.7
ta47;100;10;3339;15.96875;7.5
ta47;100;20;3331;16.0625;7.2
ta47;250;5;3365;42.4375;8.3
ta47;250;10;3262;39.296875;5
ta47;250;20;3333;38.015625;7.3
ta47;500;5;3302;84.59375;6.3
ta47;500;10;3272;79.578125;5.3
ta47;500;20;3241;77;4.3
ta47;1000;5;3308;168.875;6.5
ta47;1000;10;3248;163.46875;4.5
ta47;1000;20;3267;158.640625;5.1
ta47;2500;5;3291;423.375;5.9
ta47;2500;10;3275;456.640625;5.4
ta47;2500;20;3203;442.265625;3.1
ta48;50;5;3285;9.265625;8.1
ta48;50;10;3332;8.96875;9.6
ta48;50;20;3267;8.828125;7.5
ta48;100;5;3274;18.703125;7.7
ta48;100;10;3295;18.671875;8.4
ta48;100;20;3273;17.34375;7.7
ta48;250;5;3263;42.3125;7.4
ta48;250;10;3219;37.625;5.9
ta48;250;20;3240;37.015625;6.6
ta48;500;5;3259;80.9375;7.2
ta48;500;10;3225;76.4375;6.1
ta48;500;20;3210;72.875;5.6
ta48;1000;5;3275;156.953125;7.8
ta48;1000;10;3211;151.53125;5.7
ta48;1000;20;3203;145.625;5.4
ta48;2500;5;3237;399.375;6.5
ta48;2500;10;3196;399.390625;5.2
ta48;2500;20;3164;396.609375;4.1
ta49;50;5;3254;8.359375;12.1
ta49;50;10;3193;7.265625;10
ta49;50;20;3143;7.671875;8.3
ta49;100;5;3132;15.703125;7.9
ta49;100;10;3171;15.421875;9.3
ta49;100;20;3177;14.59375;9.5
ta49;250;5;3194;39.140625;10.1
ta49;250;10;3096;37.921875;6.7
ta49;250;20;3133;36.21875;8
ta49;500;5;3148;81;8.5
ta49;500;10;3075;79.9375;6
ta49;500;20;3082;81.796875;6.2
ta49;1000;5;3167;172.421875;9.1
ta49;1000;10;3099;169.734375;6.8
ta49;1000;20;3103;162.171875;6.9
ta49;2500;5;3117;424.828125;7.4
ta49;2500;10;3026;393.390625;4.3
ta49;2500;20;3071;362.96875;5.8
ta50;50;5;3326;6.78125;7.6
ta50;50;10;3348;6.9375;8.3
ta50;50;20;3343;6.25;8.2
ta50;100;5;3376;14.09375;9.2
ta50;100;10;3285;13.53125;6.3
ta50;100;20;3359;13.890625;8.7
ta50;250;5;3288;37.015625;6.4
ta50;250;10;3289;35.75;6.4
ta50;250;20;3282;32.703125;6.2
ta50;500;5;3313;69.625;7.2
ta50;500;10;3255;69.9375;5.3
ta50;500;20;3315;64.984375;7.2
ta50;1000;5;3336;148.078125;7.9
ta50;1000;10;3264;158.765625;5.6
ta50;1000;20;3234;134.25;4.6
ta50;2500;5;3307;364.28125;7
ta50;2500;10;3250;370.359375;5.1
ta50;2500;20;3215;337.96875;4
ta51;50;5;4277;10.15625;10.4
ta51;50;10;4376;9.75;12.9
ta51;50;20;4297;8.875;10.9
ta51;100;5;4256;17.609375;9.8
ta51;100;10;4229;16.796875;9.1
ta51;100;20;4269;17.9375;10.2
ta51;250;5;4218;50.859375;8.9
ta51;250;10;4164;45.34375;7.5
ta51;250;20;4138;41.96875;6.8
ta51;500;5;4199;97.265625;8.4
ta51;500;10;4129;88.265625;6.6
ta51;500;20;4181;84.578125;7.9
ta51;1000;5;4224;181.140625;9
ta51;1000;10;4084;177.359375;5.4
ta51;1000;20;4099;169.859375;5.8
ta51;2500;5;4238;446.734375;9.4
ta51;2500;10;4097;424.96875;5.7
ta51;2500;20;4041;421.625;4.3
ta52;50;5;4116;8.125;10.8
ta52;50;10;4197;8.484375;13
ta52;50;20;4118;7.671875;10.8
ta52;100;5;4177;18.390625;12.4
ta52;100;10;4081;16.109375;9.9
ta52;100;20;4146;16.0625;11.6
ta52;250;5;4096;42.140625;10.3
ta52;250;10;4062;41.203125;9.3
ta52;250;20;4073;39.90625;9.6
ta52;500;5;4098;86.265625;10.3
ta52;500;10;4069;86.09375;9.5
ta52;500;20;4086;86.875;10
ta52;1000;5;4136;185.03125;11.3
ta52;1000;10;3994;174.71875;7.5
ta52;1000;20;3937;170.90625;6
ta52;2500;5;4046;452.453125;8.9
ta52;2500;10;4000;437.828125;7.7
ta52;2500;20;3950;432.015625;6.3
ta53;50;5;4091;8.859375;11.5
ta53;50;10;4061;8.0625;10.7
ta53;50;20;4120;8.046875;12.3
ta53;100;5;4138;16.875;12.8
ta53;100;10;4075;16.84375;11.1
ta53;100;20;3978;15.6875;8.5
ta53;250;5;4034;42.109375;10
ta53;250;10;3986;40.875;8.7
ta53;250;20;3993;39.296875;8.9
ta53;500;5;4076;87.53125;11.1
ta53;500;10;4021;89.34375;9.6
ta53;500;20;4006;87.640625;9.2
ta53;1000;5;4044;180.96875;10.3
ta53;1000;10;4036;178.203125;10
ta53;1000;20;3938;179.265625;7.4
ta53;2500;5;3997;540.0625;9
ta53;2500;10;3963;500.984375;8
ta53;2500;20;3947;480.203125;7.6
ta54;50;5;4216;12.609375;12.4
ta54;50;10;4153;12.234375;10.7
ta54;50;20;4175;11.609375;11.3
ta54;100;5;4128;25.59375;10
ta54;100;10;4108;23.953125;9.5
ta54;100;20;4140;23.65625;10.3
ta54;250;5;4091;50.484375;9
ta54;250;10;4059;41.859375;8.2
ta54;250;20;4075;43.359375;8.6
ta54;500;5;4094;91.234375;9.1
ta54;500;10;4017;87.1875;7.1
ta54;500;20;4013;84.53125;7
ta54;1000;5;4069;181.421875;8.4
ta54;1000;10;4005;175.21875;6.7
ta54;1000;20;4072;169.78125;8.5
ta54;2500;5;4067;467.296875;8.4
ta54;2500;10;4020;461.953125;7.1
ta54;2500;20;3933;401.640625;4.8
ta55;50;5;4183;8.65625;15.1
ta55;50;10;4114;8.109375;13.2
ta55;50;20;4221;8.03125;16.1
ta55;100;5;4131;17.125;13.6
ta55;100;10;4058;16.296875;11.6
ta55;100;20;4070;16.03125;12
ta55;250;5;4050;43.171875;11.4
ta55;250;10;4022;41.109375;10.6
ta55;250;20;4075;39.8125;12.1
ta55;500;5;4080;85.359375;12.2
ta55;500;10;4000;82.71875;10
ta55;500;20;3959;80.09375;8.9
ta55;1000;5;4104;178.328125;12.9
ta55;1000;10;3902;164.796875;7.3
ta55;1000;20;3903;154.921875;7.4
ta55;2500;5;4062;411.875;11.7
ta55;2500;10;3957;394.65625;8.9
ta55;2500;20;3886;392.203125;6.9
ta56;50;5;4080;8.40625;10.3
ta56;50;10;4059;7.71875;9.8
ta56;50;20;4137;7.875;11.9
ta56;100;5;4155;16.84375;12.4
ta56;100;10;4166;15.96875;12.7
ta56;100;20;4113;15.59375;11.2
ta56;250;5;4105;42.1875;11
ta56;250;10;4024;39.609375;8.8
ta56;250;20;4045;39.421875;9.4
ta56;500;5;4067;83.671875;10
ta56;500;10;4042;80.21875;9.3
ta56;500;20;4022;78.34375;8.8
ta56;1000;5;4080;168.109375;10.3
ta56;1000;10;4009;161.28125;8.4
ta56;1000;20;3976;155.890625;7.5
ta56;2500;5;4138;420.15625;11.9
ta56;2500;10;3942;401.953125;6.6
ta56;2500;20;3987;392;7.8
ta57;50;5;4139;8.46875;11.4
ta57;50;10;4135;7.71875;11.3
ta57;50;20;4169;7.890625;12.2
ta57;100;5;4168;16.609375;12.2
ta57;100;10;4148;15.890625;11.6
ta57;100;20;4077;15.546875;9.7
ta57;250;5;4082;41.46875;9.8
ta57;250;10;4072;40.15625;9.6
ta57;250;20;4094;39.546875;10.2
ta57;500;5;4061;84.3125;9.3
ta57;500;10;4026;80.109375;8.3
ta57;500;20;4046;77.8125;8.9
ta57;1000;5;4073;166.25;9.6
ta57;1000;10;4010;158.796875;7.9
ta57;1000;20;3958;155.09375;6.5
ta57;2500;5;4153;415.484375;11.8
ta57;2500;10;3958;399.234375;6.5
ta57;2500;20;3935;386.9375;5.9
ta58;50;5;4198;8.484375;13.2
ta58;50;10;4152;7.640625;11.9
ta58;50;20;4100;7.6875;10.5
ta58;100;5;4180;16.8125;12.7
ta58;100;10;4093;15.90625;10.4
ta58;100;20;4056;15.421875;9.4
ta58;250;5;4150;41.484375;11.9
ta58;250;10;4127;40.078125;11.3
ta58;250;20;4084;46.578125;10.1
ta58;500;5;4118;87.703125;11
ta58;500;10;4016;77.640625;8.3
ta58;500;20;4009;75.71875;8.1
ta58;1000;5;4135;163.40625;11.5
ta58;1000;10;4014;156.765625;8.2
ta58;1000;20;4051;156.515625;9.2
ta58;2500;5;4142;418.4375;11.7
ta58;2500;10;4015;400.140625;8.3
ta58;2500;20;3964;389.109375;6.9
ta59;50;5;4129;8.4375;9.7
ta59;50;10;4183;7.734375;11.1
ta59;50;20;4285;7.8125;13.8
ta59;100;5;4167;16.5;10.7
ta59;100;10;4185;16.390625;11.2
ta59;100;20;4232;15.46875;12.4
ta59;250;5;4181;41.875;11
ta59;250;10;4137;40.078125;9.9
ta59;250;20;4122;38.984375;9.5
ta59;500;5;4095;83.078125;8.8
ta59;500;10;4057;80.078125;7.8
ta59;500;20;4066;78.265625;8
ta59;1000;5;4098;166.59375;8.8
ta59;1000;10;4056;160.96875;7.7
ta59;1000;20;3965;155.40625;5.3
ta59;2500;5;4164;414.75;10.6
ta59;2500;10;3999;398.75;6.2
ta59;2500;20;4045;393.5;7.4
ta60;50;5;4243;8.578125;12.3
ta60;50;10;4217;7.859375;11.6
ta60;50;20;4222;7.703125;11.8
ta60;100;5;4181;16.828125;10.7
ta60;100;10;4074;15.96875;7.9
ta60;100;20;4174;15.296875;10.5
ta60;250;5;4151;41.828125;9.9
ta60;250;10;4136;40.265625;9.5
ta60;250;20;4116;39.3125;9
ta60;500;5;4183;83.71875;10.7
ta60;500;10;4054;80.484375;7.3
ta60;500;20;4098;78.421875;8.5
ta60;1000;5;4149;168.5;9.8
ta60;1000;10;4006;161.734375;6.1
ta60;1000;20;4001;172.375;5.9
ta60;2500;5;4183;527.453125;10.7
ta60;2500;10;4002;569.5;6
ta60;2500;20;3982;565.1875;5.4
ta61;50;5;5527;13.796875;0.6
ta61;50;10;5565;12.875;1.3
ta61;50;20;5527;12.03125;0.6
ta61;100;5;5562;21.515625;1.3
ta61;100;10;5527;24.359375;0.6
ta61;100;20;5527;23.125;0.6
ta61;250;5;5500;59.421875;0.1
ta61;250;10;5530;49.3125;0.7
ta61;250;20;5507;45.65625;0.3
ta61;500;5;5500;97.421875;0.1
ta61;500;10;5527;101.484375;0.6
ta61;500;20;5531;88.40625;0.7
ta61;1000;5;5527;200.1875;0.6
ta61;1000;10;5495;203.40625;0
ta61;1000;20;5495;210.421875;0
ta61;2500;5;5527;551.0625;0.6
ta61;2500;10;5519;525.21875;0.5
ta61;2500;20;5495;502.765625;0
ta62;50;5;5344;11.453125;1.4
ta62;50;10;5400;10.65625;2.5
ta62;50;20;5367;10.140625;1.9
ta62;100;5;5335;22.6875;1.3
ta62;100;10;5371;21.46875;2
ta62;100;20;5316;21.5625;0.9
ta62;250;5;5316;56.890625;0.9
ta62;250;10;5302;53.671875;0.6
ta62;250;20;5316;52.328125;0.9
ta62;500;5;5294;112.9375;0.5
ta62;500;10;5302;101.640625;0.6
ta62;500;20;5316;103.28125;0.9
ta62;1000;5;5316;220.40625;0.9
ta62;1000;10;5290;182.484375;0.4
ta62;1000;20;5290;177.15625;0.4
ta62;2500;5;5297;474.296875;0.6
ta62;2500;10;5316;501.53125;0.9
ta62;2500;20;5290;502.5625;0.4
ta63;50;5;5330;11.171875;3
ta63;50;10;5286;10.46875;2.1
ta63;50;20;5295;9.921875;2.3
ta63;100;5;5252;21.765625;1.5
ta63;100;10;5267;17.984375;1.8
ta63;100;20;5278;18.109375;2
ta63;250;5;5278;51.28125;2
ta63;250;10;5219;50.296875;0.9
ta63;250;20;5257;48.90625;1.6
ta63;500;5;5236;102.796875;1.2
ta63;500;10;5219;110.859375;0.9
ta63;500;20;5221;96.625;0.9
ta63;1000;5;5272;221.625;1.9
ta63;1000;10;5219;212.390625;0.9
ta63;1000;20;5235;204.234375;1.2
ta63;2500;5;5228;574.390625;1
ta63;2500;10;5222;532.015625;0.9
ta63;2500;20;5221;505.390625;0.9
ta64;50;5;5080;9.15625;1.3
ta64;50;10;5061;9.015625;0.9
ta64;50;20;5095;8.71875;1.6
ta64;100;5;5078;18.90625;1.3
ta64;100;10;5083;17.875;1.4
ta64;100;20;5061;17.40625;0.9
ta64;250;5;5044;47.125;0.6
ta64;250;10;5109;45.125;1.9
ta64;250;20;5086;44.203125;1.4
ta64;500;5;5050;95.265625;0.7
ta64;500;10;5049;90;0.7
ta64;500;20;5044;88.421875;0.6
ta64;1000;5;5066;206.375;1
ta64;1000;10;5044;183.0625;0.6
ta64;1000;20;5044;174.6875;0.6
ta64;2500;5;5044;469.90625;0.6
ta64;2500;10;5032;453.921875;0.4
ta64;2500;20;5044;434.859375;0.6
ta65;50;5;5336;9.25;1.6
ta65;50;10;5345;7.96875;1.8
ta65;50;20;5316;7.9375;1.3
ta65;100;5;5395;16.3125;2.8
ta65;100;10;5373;16.171875;2.3
ta65;100;20;5334;16.109375;1.6
ta65;250;5;5313;42.4375;1.2
ta65;250;10;5332;41.734375;1.6
ta65;250;20;5342;40.046875;1.8
ta65;500;5;5321;82.65625;1.4
ta65;500;10;5313;79.453125;1.2
ta65;500;20;5311;76.03125;1.2
ta65;1000;5;5314;167.65625;1.2
ta65;1000;10;5285;164.125;0.7
ta65;1000;20;5311;148.703125;1.2
ta65;2500;5;5311;427.90625;1.2
ta65;2500;10;5265;500.125;0.3
ta65;2500;20;5267;487.21875;0.3
ta66;50;5;5174;9.453125;0.8
ta66;50;10;5216;9.390625;1.6
ta66;50;20;5190;8.515625;1.1
ta66;100;5;5212;19.109375;1.5
ta66;100;10;5178;18.453125;0.8
ta66;100;20;5185;17.921875;1
ta66;250;5;5202;47.765625;1.3
ta66;250;10;5161;46.375;0.5
ta66;250;20;5146;45.1875;0.2
ta66;500;5;5164;95.5625;0.6
ta66;500;10;5160;91.328125;0.5
ta66;500;20;5160;88.453125;0.5
ta66;1000;5;5192;191.328125;1.1
ta66;1000;10;5150;182.40625;0.3
ta66;1000;20;5160;176.453125;0.5
ta66;2500;5;5161;475.140625;0.5
ta66;2500;10;5146;448.34375;0.2
ta66;2500;20;5146;437.453125;0.2
ta67;50;5;5391;9.125;2.8
ta67;50;10;5385;8.984375;2.6
ta67;50;20;5323;8.265625;1.5
ta67;100;5;5328;18.65625;1.6
ta67;100;10;5343;17.625;1.8
ta67;100;20;5357;17.140625;2.1
ta67;250;5;5326;46.875;1.5
ta67;250;10;5317;45.765625;1.4
ta67;250;20;5304;43.515625;1.1
ta67;500;5;5305;93.6875;1.1
ta67;500;10;5304;90.515625;1.1
ta67;500;20;5304;88.296875;1.1
ta67;1000;5;5355;187.546875;2.1
ta67;1000;10;5305;179.484375;1.1
ta67;1000;20;5284;178.75;0.7
ta67;2500;5;5326;465.375;1.5
ta67;2500;10;5284;441.109375;0.7
ta67;2500;20;5273;429.015625;0.5
ta68;50;5;5279;9.15625;3.4
ta68;50;10;5233;8.515625;2.5
ta68;50;20;5204;8.390625;1.9
ta68;100;5;5222;18.265625;2.3
ta68;100;10;5177;17.34375;1.4
ta68;100;20;5201;16.953125;1.9
ta68;250;5;5166;45.984375;1.2
ta68;250;10;5146;43.984375;0.8
ta68;250;20;5197;42.3125;1.8
ta68;500;5;5160;91.578125;1.1
ta68;500;10;5169;87.328125;1.2
ta68;500;20;5146;84.3125;0.8
ta68;1000;5;5163;183.640625;1.1
ta68;1000;10;5149;175.640625;0.8
ta68;1000;20;5130;170.609375;0.5
ta68;2500;5;5187;457.796875;1.6
ta68;2500;10;5130;438.46875;0.5
ta68;2500;20;5137;428.625;0.6
ta69;50;5;5519;9.1875;1.2
ta69;50;10;5539;8.40625;1.6
ta69;50;20;5616;8.53125;3
ta69;100;5;5552;18.25;1.8
ta69;100;10;5530;17.5625;1.4
ta69;100;20;5548;16.96875;1.7
ta69;250;5;5527;45.796875;1.3
ta69;250;10;5524;44.125;1.3
ta69;250;20;5536;43.0625;1.5
ta69;500;5;5508;91.96875;1
ta69;500;10;5506;88.375;1
ta69;500;20;5506;85.359375;1
ta69;1000;5;5513;183.484375;1.1
ta69;1000;10;5536;176.328125;1.5
ta69;1000;20;5524;171.96875;1.3
ta69;2500;5;5541;460.84375;1.6
ta69;2500;10;5485;439.59375;0.6
ta69;2500;20;5506;444.140625;1
ta70;50;5;5464;8.96875;2.6
ta70;50;10;5452;8.8125;2.3
ta70;50;20;5396;8.46875;1.3
ta70;100;5;5411;19.609375;1.6
ta70;100;10;5419;19.8125;1.7
ta70;100;20;5413;17.171875;1.6
ta70;250;5;5390;47.484375;1.2
ta70;250;10;5386;45.96875;1.1
ta70;250;20;5362;43.921875;0.6
ta70;500;5;5386;104.265625;1.1
ta70;500;10;5370;96.578125;0.8
ta70;500;20;5370;90.578125;0.8
ta70;1000;5;5386;210.921875;1.1
ta70;1000;10;5372;195.484375;0.8
ta70;1000;20;5346;188.453125;0.3
ta70;2500;5;5451;520.140625;2.3
ta70;2500;10;5360;525.34375;0.6
ta70;2500;20;5346;496.375;0.3
ta71;50;5;6196;10.640625;7.4
ta71;50;10;6187;10.53125;7.2
ta71;50;20;6099;10.171875;5.7
ta71;100;5;6163;21.859375;6.8
ta71;100;10;6144;21.390625;6.5
ta71;100;20;6132;20.53125;6.3
ta71;250;5;6147;54.296875;6.5
ta71;250;10;6082;52.8125;5.4
ta71;250;20;6035;49.859375;4.6
ta71;500;5;6134;108.84375;6.3
ta71;500;10;6048;102.96875;4.8
ta71;500;20;6123;99.921875;6.1
ta71;1000;5;6081;216.296875;5.4
ta71;1000;10;6082;206.734375;5.4
ta71;1000;20;6106;201.171875;5.8
ta71;2500;5;6047;538.59375;4.8
ta71;2500;10;6010;514.109375;4.2
ta71;2500;20;6000;499.203125;4
ta72;50;5;5796;10.859375;8.4
ta72;50;10;5803;10.515625;8.5
ta72;50;20;5741;9.546875;7.3
ta72;100;5;5818;21.609375;8.8
ta72;100;10;5633;20.09375;5.3
ta72;100;20;5751;19.515625;7.5
ta72;250;5;5805;53.640625;8.5
ta72;250;10;5647;51.171875;5.6
ta72;250;20;5571;50.6875;4.2
ta72;500;5;5747;107.03125;7.4
ta72;500;10;5654;103.484375;5.7
ta72;500;20;5643;99.359375;5.5
ta72;1000;5;5770;214.703125;7.9
ta72;1000;10;5575;205.53125;4.2
ta72;1000;20;5650;199.625;5.6
ta72;2500;5;5694;537.796875;6.4
ta72;2500;10;5584;514.046875;4.4
ta72;2500;20;5525;496.96875;3.3
ta73;50;5;6060;10.46875;6.7
ta73;50;10;6024;10.21875;6.1
ta73;50;20;6044;9.84375;6.5
ta73;100;5;5961;21.8125;5
ta73;100;10;5889;20.328125;3.7
ta73;100;20;5996;20.203125;5.6
ta73;250;5;5864;52.953125;3.3
ta73;250;10;5903;51.203125;4
ta73;250;20;5923;49.4375;4.3
ta73;500;5;5932;106.9375;4.5
ta73;500;10;5818;101.984375;2.5
ta73;500;20;5891;99.71875;3.8
ta73;1000;5;5909;215.375;4.1
ta73;1000;10;5908;207.25;4.1
ta73;1000;20;5913;203.21875;4.2
ta73;2500;5;5958;537.09375;4.9
ta73;2500;10;5843;516.75;2.9
ta73;2500;20;5789;499.4375;2
ta74;50;5;6261;10.78125;8.1
ta74;50;10;6211;10.359375;7.3
ta74;50;20;6295;9.6875;8.7
ta74;100;5;6305;21.5;8.9
ta74;100;10;6191;20.671875;6.9
ta74;100;20;6195;19.984375;7
ta74;250;5;6213;54.09375;7.3
ta74;250;10;6174;52.078125;6.6
ta74;250;20;6076;49.8125;4.9
ta74;500;5;6255;107.625;8
ta74;500;10;6106;103.03125;5.4
ta74;500;20;6141;99.546875;6
ta74;1000;5;6217;213.25;7.4
ta74;1000;10;6108;206.296875;5.5
ta74;1000;20;6069;198.671875;4.8
ta74;2500;5;6193;536.890625;6.9
ta74;2500;10;6170;514.21875;6.5
ta74;2500;20;6041;498.359375;4.3
ta75;50;5;5935;10.546875;8.5
ta75;50;10;5950;10.390625;8.8
ta75;50;20;5954;9.796875;8.9
ta75;100;5;5996;21.0625;9.7
ta75;100;10;5861;20.375;7.2
ta75;100;20;5873;20.03125;7.4
ta75;250;5;5864;53.09375;7.2
ta75;250;10;5805;51.484375;6.2
ta75;250;20;5806;49.828125;6.2
ta75;500;5;5813;107.4375;6.3
ta75;500;10;5795;102.65625;6
ta75;500;20;5784;99.625;5.8
ta75;1000;5;5902;215.21875;7.9
ta75;1000;10;5761;205.96875;5.4
ta75;1000;20;5839;198.75;6.8
ta75;2500;5;5933;536.171875;8.5
ta75;2500;10;5744;515.390625;5
ta75;2500;20;5736;497.75;4.9
ta76;50;5;5679;10.359375;7.1
ta76;50;10;5732;10;8.1
ta76;50;20;5664;10.03125;6.8
ta76;100;5;5690;21.28125;7.3
ta76;100;10;5633;20.078125;6.2
ta76;100;20;5655;19.8125;6.6
ta76;250;5;5713;53.75;7.7
ta76;250;10;5604;51.8125;5.7
ta76;250;20;5580;49.828125;5.2
ta76;500;5;5608;106.765625;5.8
ta76;500;10;5563;102.4375;4.9
ta76;500;20;5562;100.796875;4.9
ta76;1000;5;5683;216.984375;7.2
ta76;1000;10;5512;206.859375;3.9
ta76;1000;20;5475;200.640625;3.2
ta76;2500;5;5561;543.34375;4.9
ta76;2500;10;5502;517.234375;3.8
ta76;2500;20;5440;500.828125;2.6
ta77;50;5;5872;10.859375;4.9
ta77;50;10;5922;9.96875;5.8
ta77;50;20;5840;9.9375;4.3
ta77;100;5;5913;21.21875;5.6
ta77;100;10;5837;20.625;4.3
ta77;100;20;5937;20.125;6
ta77;250;5;5854;53.96875;4.6
ta77;250;10;5804;51.21875;3.7
ta77;250;20;5836;49.9375;4.2
ta77;500;5;5843;107.25;4.4
ta77;500;10;5807;102.78125;3.7
ta77;500;20;5811;100.59375;3.8
ta77;1000;5;5834;215.609375;4.2
ta77;1000;10;5796;204.90625;3.5
ta77;1000;20;5765;199.234375;3
ta77;2500;5;5909;563.78125;5.5
ta77;2500;10;5773;519.03125;3.1
ta77;2500;20;5741;495.3125;2.5
ta78;50;5;5960;10.640625;6
ta78;50;10;6001;9.8125;6.7
ta78;50;20;6039;9.984375;7.4
ta78;100;5;6019;20.765625;7
ta78;100;10;5955;20.515625;5.9
ta78;100;20;5951;19.53125;5.8
