Problem,Number of Iterations,Termination Criterion,Makespan,Time (s),%Gap
Taillard Benchmark/ta22.txt,50,5,2229.0,4.765625,6.1%
Taillard Benchmark/ta22.txt,50,10,2183.0,4.265625,4.0%
Taillard Benchmark/ta22.txt,50,20,2262.0,4.0625,7.7%
Taillard Benchmark/ta22.txt,100,5,2223.0,9.390625,5.9%
Taillard Benchmark/ta22.txt,100,10,2180.0,8.515625,3.8%
Taillard Benchmark/ta22.txt,100,20,2237.0,8.5625,6.5%
Taillard Benchmark/ta22.txt,250,5,2180.0,23.125,3.8%
Taillard Benchmark/ta22.txt,250,10,2227.0,22.28125,6.0%
Taillard Benchmark/ta22.txt,250,20,2201.0,21.1875,4.8%
Taillard Benchmark/ta22.txt,500,5,2157.0,46.640625,2.7%
Taillard Benchmark/ta22.txt,500,10,2166.0,44.453125,3.1%
Taillard Benchmark/ta22.txt,500,20,2211.0,42.875,5.3%
Taillard Benchmark/ta22.txt,1000,5,2169.0,93.234375,3.3%
Taillard Benchmark/ta22.txt,1000,10,2186.0,88.53125,4.1%
Taillard Benchmark/ta22.txt,1000,20,2172.0,85.6875,3.4%
Taillard Benchmark/ta22.txt,2500,5,2200.0,234.015625,4.8%
Taillard Benchmark/ta22.txt,2500,10,2165.0,224.0625,3.1%
Taillard Benchmark/ta22.txt,2500,20,2146.0,216.125,2.2%
Taillard Benchmark/ta23.txt,50,5,2429.0,4.359375,4.4%
Taillard Benchmark/ta23.txt,50,10,2460.0,4.578125,5.8%
Taillard Benchmark/ta23.txt,50,20,2437.0,4.0625,4.8%
Taillard Benchmark/ta23.txt,100,5,2414.0,8.9375,3.8%
Taillard Benchmark/ta23.txt,100,10,2433.0,9.421875,4.6%
Taillard Benchmark/ta23.txt,100,20,2448.0,8.40625,5.2%
Taillard Benchmark/ta23.txt,250,5,2415.0,23.140625,3.8%
Taillard Benchmark/ta23.txt,250,10,2432.0,21.84375,4.6%
Taillard Benchmark/ta23.txt,250,20,2445.0,21.421875,5.1%
Taillard Benchmark/ta23.txt,500,5,2395.0,46.28125,3.0%
Taillard Benchmark/ta23.txt,500,10,2369.0,43.65625,1.8%
Taillard Benchmark/ta23.txt,500,20,2372.0,42.984375,2.0%
Taillard Benchmark/ta23.txt,1000,5,2397.0,93.125,3.1%
Taillard Benchmark/ta23.txt,1000,10,2430.0,89.671875,4.5%
Taillard Benchmark/ta23.txt,1000,20,2410.0,85.859375,3.6%
Taillard Benchmark/ta23.txt,2500,5,2383.0,234.4375,2.5%
Taillard Benchmark/ta23.txt,2500,10,2354.0,222.953125,1.2%
Taillard Benchmark/ta23.txt,2500,20,2380.0,214.890625,2.3%
Taillard Benchmark/ta24.txt,50,5,2364.0,4.53125,6.3%
Taillard Benchmark/ta24.txt,50,10,2366.0,4.25,6.4%
Taillard Benchmark/ta24.txt,50,20,2334.0,4.15625,5.0%
Taillard Benchmark/ta24.txt,100,5,2365.0,9.25,6.4%
Taillard Benchmark/ta24.txt,100,10,2309.0,8.671875,3.9%
Taillard Benchmark/ta24.txt,100,20,2357.0,8.546875,6.0%
Taillard Benchmark/ta24.txt,250,5,2299.0,23.015625,3.4%
Taillard Benchmark/ta24.txt,250,10,2320.0,22.25,4.4%
Taillard Benchmark/ta24.txt,250,20,2335.0,21.09375,5.0%
Taillard Benchmark/ta24.txt,500,5,2276.0,47.203125,2.4%
Taillard Benchmark/ta24.txt,500,10,2282.0,44.765625,2.7%
Taillard Benchmark/ta24.txt,500,20,2289.0,43.140625,3.0%
Taillard Benchmark/ta24.txt,1000,5,2285.0,93.90625,2.8%
Taillard Benchmark/ta24.txt,1000,10,2322.0,89.953125,4.5%
Taillard Benchmark/ta24.txt,1000,20,2286.0,86.34375,2.8%
Taillard Benchmark/ta24.txt,2500,5,2324.0,232.21875,4.5%
Taillard Benchmark/ta24.txt,2500,10,2251.0,224.109375,1.3%
Taillard Benchmark/ta24.txt,2500,20,2279.0,215.796875,2.5%
Taillard Benchmark/ta25.txt,50,5,2383.0,4.40625,4.0%
Taillard Benchmark/ta25.txt,50,10,2415.0,4.8125,5.4%
Taillard Benchmark/ta25.txt,50,20,2407.0,4.09375,5.1%
Taillard Benchmark/ta25.txt,100,5,2376.0,9.5,3.7%
Taillard Benchmark/ta25.txt,100,10,2431.0,8.640625,6.1%
Taillard Benchmark/ta25.txt,100,20,2391.0,8.703125,4.4%
Taillard Benchmark/ta25.txt,250,5,2355.0,23.0,2.8%
Taillard Benchmark/ta25.txt,250,10,2392.0,22.046875,4.4%
Taillard Benchmark/ta25.txt,250,20,2403.0,21.078125,4.9%
Taillard Benchmark/ta25.txt,500,5,2374.0,46.953125,3.6%
Taillard Benchmark/ta25.txt,500,10,2367.0,44.78125,3.3%
Taillard Benchmark/ta25.txt,500,20,2358.0,42.609375,2.9%
Taillard Benchmark/ta25.txt,1000,5,2414.0,92.9375,5.4%
Taillard Benchmark/ta25.txt,1000,10,2335.0,88.390625,1.9%
Taillard Benchmark/ta25.txt,1000,20,2355.0,86.171875,2.8%
Taillard Benchmark/ta25.txt,2500,5,2319.0,231.3125,1.2%
Taillard Benchmark/ta25.txt,2500,10,2313.0,222.703125,1.0%
Taillard Benchmark/ta25.txt,2500,20,2331.0,214.28125,1.7%
Taillard Benchmark/ta26.txt,50,5,2321.0,4.8125,4.3%
Taillard Benchmark/ta26.txt,50,10,2337.0,4.125,5.0%
Taillard Benchmark/ta26.txt,50,20,2347.0,3.984375,5.4%
Taillard Benchmark/ta26.txt,100,5,2298.0,9.171875,3.2%
Taillard Benchmark/ta26.txt,100,10,2323.0,8.53125,4.4%
Taillard Benchmark/ta26.txt,100,20,2341.0,8.78125,5.2%
Taillard Benchmark/ta26.txt,250,5,2298.0,22.953125,3.2%
Taillard Benchmark/ta26.txt,250,10,2310.0,22.5625,3.8%
Taillard Benchmark/ta26.txt,250,20,2342.0,21.125,5.2%
Taillard Benchmark/ta26.txt,500,5,2333.0,46.703125,4.8%
Taillard Benchmark/ta26.txt,500,10,2297.0,44.53125,3.2%
Taillard Benchmark/ta26.txt,500,20,2279.0,42.9375,2.4%
Taillard Benchmark/ta26.txt,1000,5,2310.0,93.046875,3.8%
Taillard Benchmark/ta26.txt,1000,10,2248.0,88.390625,1.0%
Taillard Benchmark/ta26.txt,1000,20,2302.0,86.65625,3.4%
Taillard Benchmark/ta26.txt,2500,5,2304.0,233.1875,3.5%
Taillard Benchmark/ta26.txt,2500,10,2270.0,227.9375,2.0%
Taillard Benchmark/ta26.txt,2500,20,2274.0,214.515625,2.2%
Taillard Benchmark/ta27.txt,50,5,2395.0,4.71875,5.4%
Taillard Benchmark/ta27.txt,50,10,2390.0,4.25,5.1%
Taillard Benchmark/ta27.txt,50,20,2397.0,4.0,5.5%
Taillard Benchmark/ta27.txt,100,5,2387.0,9.4375,5.0%
Taillard Benchmark/ta27.txt,100,10,2412.0,8.546875,6.1%
Taillard Benchmark/ta27.txt,100,20,2424.0,8.828125,6.6%
Taillard Benchmark/ta27.txt,250,5,2373.0,22.953125,4.4%
Taillard Benchmark/ta27.txt,250,10,2374.0,22.265625,4.4%
Taillard Benchmark/ta27.txt,250,20,2363.0,21.046875,4.0%
Taillard Benchmark/ta27.txt,500,5,2361.0,46.734375,3.9%
Taillard Benchmark/ta27.txt,500,10,2336.0,44.84375,2.8%
Taillard Benchmark/ta27.txt,500,20,2359.0,43.1875,3.8%
Taillard Benchmark/ta27.txt,1000,5,2381.0,93.25,4.8%
Taillard Benchmark/ta27.txt,1000,10,2349.0,89.546875,3.3%
Taillard Benchmark/ta27.txt,1000,20,2333.0,86.546875,2.6%
Taillard Benchmark/ta27.txt,2500,5,2340.0,231.484375,2.9%
Taillard Benchmark/ta27.txt,2500,10,2314.0,223.359375,1.8%
Taillard Benchmark/ta27.txt,2500,20,2343.0,216.59375,3.1%
Taillard Benchmark/ta28.txt,50,5,2313.0,4.46875,5.1%
Taillard Benchmark/ta28.txt,50,10,2316.0,4.765625,5.3%
Taillard Benchmark/ta28.txt,50,20,2329.0,4.390625,5.9%
Taillard Benchmark/ta28.txt,100,5,2330.0,9.234375,5.9%
Taillard Benchmark/ta28.txt,100,10,2348.0,9.015625,6.7%
Taillard Benchmark/ta28.txt,100,20,2303.0,8.71875,4.7%
Taillard Benchmark/ta28.txt,250,5,2272.0,23.1875,3.3%
Taillard Benchmark/ta28.txt,250,10,2288.0,22.171875,4.0%
Taillard Benchmark/ta28.txt,250,20,2320.0,21.828125,5.5%
Taillard Benchmark/ta28.txt,500,5,2281.0,46.734375,3.7%
Taillard Benchmark/ta28.txt,500,10,2298.0,44.703125,4.5%
Taillard Benchmark/ta28.txt,500,20,2275.0,42.625,3.4%
Taillard Benchmark/ta28.txt,1000,5,2288.0,97.6875,4.0%
Taillard Benchmark/ta28.txt,1000,10,2268.0,86.75,3.1%
Taillard Benchmark/ta28.txt,1000,20,2295.0,84.671875,4.3%
Taillard Benchmark/ta28.txt,2500,5,2297.0,292.53125,4.4%
Taillard Benchmark/ta28.txt,2500,10,2256.0,305.953125,2.5%
Taillard Benchmark/ta28.txt,2500,20,2239.0,295.078125,1.8%
Taillard Benchmark/ta29.txt,50,5,2330.0,5.796875,4.2%
Taillard Benchmark/ta29.txt,50,10,2372.0,5.828125,6.0%
Taillard Benchmark/ta29.txt,50,20,2361.0,5.53125,5.5%
Taillard Benchmark/ta29.txt,100,5,2338.0,12.65625,4.5%
Taillard Benchmark/ta29.txt,100,10,2337.0,11.875,4.5%
Taillard Benchmark/ta29.txt,100,20,2410.0,9.34375,7.7%
Taillard Benchmark/ta29.txt,250,5,2317.0,23.875,3.6%
Taillard Benchmark/ta29.txt,250,10,2319.0,21.59375,3.7%
Taillard Benchmark/ta29.txt,250,20,2341.0,20.765625,4.6%
Taillard Benchmark/ta29.txt,500,5,2266.0,45.796875,1.3%
Taillard Benchmark/ta29.txt,500,10,2316.0,43.4375,3.5%
Taillard Benchmark/ta29.txt,500,20,2278.0,43.3125,1.8%
Taillard Benchmark/ta29.txt,1000,5,2295.0,91.484375,2.6%
Taillard Benchmark/ta29.txt,1000,10,2373.0,87.15625,6.1%
Taillard Benchmark/ta29.txt,1000,20,2312.0,83.625,3.4%
Taillard Benchmark/ta29.txt,2500,5,2312.0,226.28125,3.4%
Taillard Benchmark/ta29.txt,2500,10,2253.0,215.640625,0.7%
Taillard Benchmark/ta29.txt,2500,20,2282.0,209.03125,2.0%
Taillard Benchmark/ta30.txt,50,5,2347.0,4.265625,7.8%
Taillard Benchmark/ta30.txt,50,10,2301.0,4.078125,5.6%
Taillard Benchmark/ta30.txt,50,20,2358.0,3.859375,8.3%
Taillard Benchmark/ta30.txt,100,5,2300.0,9.046875,5.6%
Taillard Benchmark/ta30.txt,100,10,2330.0,8.3125,7.0%
Taillard Benchmark/ta30.txt,100,20,2298.0,8.09375,5.5%
Taillard Benchmark/ta30.txt,250,5,2254.0,22.328125,3.5%
Taillard Benchmark/ta30.txt,250,10,2334.0,21.46875,7.2%
Taillard Benchmark/ta30.txt,250,20,2293.0,20.59375,5.3%
Taillard Benchmark/ta30.txt,500,5,2300.0,45.125,5.6%
Taillard Benchmark/ta30.txt,500,10,2260.0,43.1875,3.8%
Taillard Benchmark/ta30.txt,500,20,2352.0,41.671875,8.0%
Taillard Benchmark/ta30.txt,1000,5,2255.0,90.609375,3.5%
Taillard Benchmark/ta30.txt,1000,10,2251.0,85.953125,3.4%
Taillard Benchmark/ta30.txt,1000,20,2275.0,83.015625,4.5%
Taillard Benchmark/ta30.txt,2500,5,2228.0,226.125,2.3%
Taillard Benchmark/ta30.txt,2500,10,2255.0,215.9375,3.5%
Taillard Benchmark/ta30.txt,2500,20,2251.0,208.8125,3.4%
Taillard Benchmark/ta31.txt,50,5,2763.0,5.171875,1.4%
Taillard Benchmark/ta31.txt,50,10,2740.0,5.390625,0.6%
Taillard Benchmark/ta31.txt,50,20,2741.0,4.859375,0.6%
Taillard Benchmark/ta31.txt,100,5,2752.0,11.03125,1.0%
Taillard Benchmark/ta31.txt,100,10,2756.0,10.265625,1.2%
Taillard Benchmark/ta31.txt,100,20,2752.0,10.046875,1.0%
Taillard Benchmark/ta31.txt,250,5,2752.0,29.515625,1.0%
Taillard Benchmark/ta31.txt,250,10,2767.0,26.3125,1.6%
Taillard Benchmark/ta31.txt,250,20,2729.0,25.34375,0.2%
Taillard Benchmark/ta31.txt,500,5,2752.0,55.65625,1.0%
Taillard Benchmark/ta31.txt,500,10,2752.0,52.84375,1.0%
Taillard Benchmark/ta31.txt,500,20,2752.0,51.25,1.0%
Taillard Benchmark/ta31.txt,1000,5,2752.0,110.296875,1.0%
Taillard Benchmark/ta31.txt,1000,10,2724.0,105.9375,0.0%
Taillard Benchmark/ta31.txt,1000,20,2729.0,102.4375,0.2%
Taillard Benchmark/ta31.txt,2500,5,2759.0,276.734375,1.3%
Taillard Benchmark/ta31.txt,2500,10,2729.0,263.875,0.2%
Taillard Benchmark/ta31.txt,2500,20,2729.0,255.734375,0.2%
Taillard Benchmark/ta32.txt,50,5,2961.0,5.328125,4.5%
Taillard Benchmark/ta32.txt,50,10,2934.0,5.046875,3.5%
Taillard Benchmark/ta32.txt,50,20,2934.0,5.078125,3.5%
Taillard Benchmark/ta32.txt,100,5,2927.0,10.859375,3.3%
Taillard Benchmark/ta32.txt,100,10,2928.0,10.09375,3.3%
Taillard Benchmark/ta32.txt,100,20,2932.0,10.21875,3.5%
Taillard Benchmark/ta32.txt,250,5,2887.0,28.25,1.9%
Taillard Benchmark/ta32.txt,250,10,2885.0,26.9375,1.8%
Taillard Benchmark/ta32.txt,250,20,2894.0,25.5,2.1%
Taillard Benchmark/ta32.txt,500,5,2907.0,54.875,2.6%
Taillard Benchmark/ta32.txt,500,10,2890.0,52.703125,2.0%
Taillard Benchmark/ta32.txt,500,20,2890.0,51.078125,2.0%
Taillard Benchmark/ta32.txt,1000,5,2884.0,110.75,1.8%
Taillard Benchmark/ta32.txt,1000,10,2863.0,104.9375,1.0%
Taillard Benchmark/ta32.txt,1000,20,2890.0,102.4375,2.0%
Taillard Benchmark/ta32.txt,2500,5,2905.0,275.453125,2.5%
Taillard Benchmark/ta32.txt,2500,10,2863.0,263.125,1.0%
Taillard Benchmark/ta32.txt,2500,20,2882.0,255.859375,1.7%
Taillard Benchmark/ta33.txt,50,5,2694.0,5.75,2.8%
Taillard Benchmark/ta33.txt,50,10,2686.0,5.09375,2.5%
Taillard Benchmark/ta33.txt,50,20,2715.0,4.9375,3.6%
Taillard Benchmark/ta33.txt,100,5,2682.0,11.125,2.3%
Taillard Benchmark/ta33.txt,100,10,2678.0,10.578125,2.2%
Taillard Benchmark/ta33.txt,100,20,2685.0,9.90625,2.4%
Taillard Benchmark/ta33.txt,250,5,2664.0,27.671875,1.6%
Taillard Benchmark/ta33.txt,250,10,2646.0,26.5625,1.0%
Taillard Benchmark/ta33.txt,250,20,2666.0,25.25,1.7%
Taillard Benchmark/ta33.txt,500,5,2676.0,55.46875,2.1%
Taillard Benchmark/ta33.txt,500,10,2666.0,52.4375,1.7%
Taillard Benchmark/ta33.txt,500,20,2641.0,50.734375,0.8%
Taillard Benchmark/ta33.txt,1000,5,2679.0,110.1875,2.2%
Taillard Benchmark/ta33.txt,1000,10,2650.0,106.171875,1.1%
Taillard Benchmark/ta33.txt,1000,20,2645.0,102.34375,0.9%
Taillard Benchmark/ta33.txt,2500,5,2655.0,276.296875,1.3%
Taillard Benchmark/ta33.txt,2500,10,2646.0,263.578125,1.0%
Taillard Benchmark/ta33.txt,2500,20,2630.0,255.015625,0.3%
Taillard Benchmark/ta34.txt,50,5,2840.0,5.296875,3.2%
Taillard Benchmark/ta34.txt,50,10,2820.0,5.28125,2.5%
Taillard Benchmark/ta34.txt,50,20,2848.0,4.9375,3.5%
Taillard Benchmark/ta34.txt,100,5,2799.0,10.984375,1.7%
Taillard Benchmark/ta34.txt,100,10,2843.0,10.328125,3.3%
Taillard Benchmark/ta34.txt,100,20,2884.0,10.1875,4.8%
Taillard Benchmark/ta34.txt,250,5,2848.0,27.390625,3.5%
Taillard Benchmark/ta34.txt,250,10,2817.0,26.0,2.4%
Taillard Benchmark/ta34.txt,250,20,2801.0,25.421875,1.8%
Taillard Benchmark/ta34.txt,500,5,2843.0,55.234375,3.3%
Taillard Benchmark/ta34.txt,500,10,2848.0,53.359375,3.5%
Taillard Benchmark/ta34.txt,500,20,2782.0,50.546875,1.1%
Taillard Benchmark/ta34.txt,1000,5,2823.0,110.46875,2.6%
Taillard Benchmark/ta34.txt,1000,10,2770.0,104.984375,0.7%
Taillard Benchmark/ta34.txt,1000,20,2770.0,101.578125,0.7%
Taillard Benchmark/ta34.txt,2500,5,2782.0,275.609375,1.1%
Taillard Benchmark/ta34.txt,2500,10,2782.0,263.734375,1.1%
Taillard Benchmark/ta34.txt,2500,20,2782.0,255.140625,1.1%
Taillard Benchmark/ta35.txt,50,5,2930.0,5.640625,2.3%
Taillard Benchmark/ta35.txt,50,10,2965.0,5.140625,3.6%
Taillard Benchmark/ta35.txt,50,20,2900.0,4.890625,1.3%
Taillard Benchmark/ta35.txt,100,5,2891.0,11.125,1.0%
Taillard Benchmark/ta35.txt,100,10,2919.0,10.84375,2.0%
Taillard Benchmark/ta35.txt,100,20,2908.0,9.828125,1.6%
Taillard Benchmark/ta35.txt,250,5,2891.0,27.625,1.0%
Taillard Benchmark/ta35.txt,250,10,2891.0,26.40625,1.0%
Taillard Benchmark/ta35.txt,250,20,2886.0,25.125,0.8%
Taillard Benchmark/ta35.txt,500,5,2887.0,55.078125,0.8%
Taillard Benchmark/ta35.txt,500,10,2886.0,52.765625,0.8%
Taillard Benchmark/ta35.txt,500,20,2890.0,51.046875,0.9%
Taillard Benchmark/ta35.txt,1000,5,2887.0,111.34375,0.8%
Taillard Benchmark/ta35.txt,1000,10,2890.0,106.09375,0.9%
Taillard Benchmark/ta35.txt,1000,20,2890.0,103.109375,0.9%
Taillard Benchmark/ta35.txt,2500,5,2871.0,276.65625,0.3%
Taillard Benchmark/ta35.txt,2500,10,2887.0,265.4375,0.8%
Taillard Benchmark/ta35.txt,2500,20,2864.0,257.265625,0.0%
Taillard Benchmark/ta36.txt,50,5,2903.0,5.4375,2.6%
Taillard Benchmark/ta36.txt,50,10,2929.0,5.34375,3.5%
Taillard Benchmark/ta36.txt,50,20,2929.0,4.96875,3.5%
Taillard Benchmark/ta36.txt,100,5,2883.0,11.125,1.9%
Taillard Benchmark/ta36.txt,100,10,2865.0,10.59375,1.3%
Taillard Benchmark/ta36.txt,100,20,2886.0,9.9375,2.0%
Taillard Benchmark/ta36.txt,250,5,2874.0,27.734375,1.6%
Taillard Benchmark/ta36.txt,250,10,2874.0,26.4375,1.6%
Taillard Benchmark/ta36.txt,250,20,2874.0,25.21875,1.6%
Taillard Benchmark/ta36.txt,500,5,2854.0,55.21875,0.9%
Taillard Benchmark/ta36.txt,500,10,2857.0,52.40625,1.0%
Taillard Benchmark/ta36.txt,500,20,2835.0,50.53125,0.2%
Taillard Benchmark/ta36.txt,1000,5,2883.0,110.546875,1.9%
Taillard Benchmark/ta36.txt,1000,10,2870.0,105.921875,1.4%
Taillard Benchmark/ta36.txt,1000,20,2832.0,101.296875,0.1%
Taillard Benchmark/ta36.txt,2500,5,2846.0,276.140625,0.6%
Taillard Benchmark/ta36.txt,2500,10,2852.0,263.65625,0.8%
Taillard Benchmark/ta36.txt,2500,20,2835.0,255.515625,0.2%
Taillard Benchmark/ta37.txt,50,5,2840.0,5.390625,4.2%
Taillard Benchmark/ta37.txt,50,10,2835.0,5.0625,4.0%
Taillard Benchmark/ta37.txt,50,20,2810.0,5.25,3.1%
Taillard Benchmark/ta37.txt,100,5,2858.0,10.578125,4.9%
Taillard Benchmark/ta37.txt,100,10,2809.0,10.515625,3.1%
Taillard Benchmark/ta37.txt,100,20,2826.0,10.328125,3.7%
Taillard Benchmark/ta37.txt,250,5,2798.0,27.3125,2.7%
Taillard Benchmark/ta37.txt,250,10,2818.0,26.3125,3.4%
Taillard Benchmark/ta37.txt,250,20,2796.0,25.515625,2.6%
Taillard Benchmark/ta37.txt,500,5,2789.0,55.09375,2.3%
Taillard Benchmark/ta37.txt,500,10,2771.0,54.25,1.7%
Taillard Benchmark/ta37.txt,500,20,2761.0,50.765625,1.3%
Taillard Benchmark/ta37.txt,1000,5,2782.0,111.078125,2.1%
Taillard Benchmark/ta37.txt,1000,10,2758.0,105.15625,1.2%
Taillard Benchmark/ta37.txt,1000,20,2741.0,101.796875,0.6%
Taillard Benchmark/ta37.txt,2500,5,2795.0,275.96875,2.6%
Taillard Benchmark/ta37.txt,2500,10,2746.0,263.625,0.8%
Taillard Benchmark/ta37.txt,2500,20,2746.0,254.3125,0.8%
Taillard Benchmark/ta38.txt,50,5,2769.0,5.25,3.2%
Taillard Benchmark/ta38.txt,50,10,2789.0,5.40625,4.0%
Taillard Benchmark/ta38.txt,50,20,2774.0,4.921875,3.4%
Taillard Benchmark/ta38.txt,100,5,2753.0,11.078125,2.6%
Taillard Benchmark/ta38.txt,100,10,2724.0,10.234375,1.5%
Taillard Benchmark/ta38.txt,100,20,2765.0,10.09375,3.1%
Taillard Benchmark/ta38.txt,250,5,2725.0,27.671875,1.6%
Taillard Benchmark/ta38.txt,250,10,2756.0,26.09375,2.7%
Taillard Benchmark/ta38.txt,250,20,2762.0,25.46875,2.9%
Taillard Benchmark/ta38.txt,500,5,2744.0,55.265625,2.3%
Taillard Benchmark/ta38.txt,500,10,2738.0,52.6875,2.0%
Taillard Benchmark/ta38.txt,500,20,2730.0,50.859375,1.8%
Taillard Benchmark/ta38.txt,1000,5,2742.0,110.984375,2.2%
Taillard Benchmark/ta38.txt,1000,10,2717.0,105.1875,1.3%
Taillard Benchmark/ta38.txt,1000,20,2730.0,101.953125,1.8%
Taillard Benchmark/ta38.txt,2500,5,2719.0,276.125,1.3%
Taillard Benchmark/ta38.txt,2500,10,2707.0,262.15625,0.9%
Taillard Benchmark/ta38.txt,2500,20,2707.0,253.921875,0.9%
Taillard Benchmark/ta39.txt,50,5,2671.0,5.71875,4.7%
Taillard Benchmark/ta39.txt,50,10,2645.0,5.03125,3.6%
Taillard Benchmark/ta39.txt,50,20,2655.0,4.78125,4.0%
Taillard Benchmark/ta39.txt,100,5,2617.0,10.953125,2.5%
Taillard Benchmark/ta39.txt,100,10,2603.0,10.578125,2.0%
Taillard Benchmark/ta39.txt,100,20,2653.0,9.796875,4.0%
Taillard Benchmark/ta39.txt,250,5,2619.0,27.734375,2.6%
Taillard Benchmark/ta39.txt,250,10,2589.0,26.265625,1.4%
Taillard Benchmark/ta39.txt,250,20,2626.0,25.15625,2.9%
Taillard Benchmark/ta39.txt,500,5,2632.0,55.421875,3.1%
Taillard Benchmark/ta39.txt,500,10,2610.0,52.375,2.3%
Taillard Benchmark/ta39.txt,500,20,2615.0,50.78125,2.5%
Taillard Benchmark/ta39.txt,1000,5,2593.0,109.859375,1.6%
Taillard Benchmark/ta39.txt,1000,10,2590.0,104.828125,1.5%
Taillard Benchmark/ta39.txt,1000,20,2587.0,101.296875,1.4%
Taillard Benchmark/ta39.txt,2500,5,2620.0,275.3125,2.7%
Taillard Benchmark/ta39.txt,2500,10,2597.0,264.078125,1.8%
Taillard Benchmark/ta39.txt,2500,20,2577.0,255.3125,1.0%
Taillard Benchmark/ta40.txt,50,5,2803.0,5.265625,0.8%
Taillard Benchmark/ta40.txt,50,10,2825.0,4.984375,1.5%
Taillard Benchmark/ta40.txt,50,20,2870.0,5.109375,3.2%
Taillard Benchmark/ta40.txt,100,5,2806.0,10.609375,0.9%
Taillard Benchmark/ta40.txt,100,10,2801.0,10.546875,0.7%
Taillard Benchmark/ta40.txt,100,20,2784.0,10.109375,0.1%
Taillard Benchmark/ta40.txt,250,5,2832.0,27.078125,1.8%
Taillard Benchmark/ta40.txt,250,10,2818.0,26.671875,1.3%
Taillard Benchmark/ta40.txt,250,20,2843.0,25.8125,2.2%
Taillard Benchmark/ta40.txt,500,5,2792.0,54.625,0.4%
Taillard Benchmark/ta40.txt,500,10,2792.0,52.375,0.4%
Taillard Benchmark/ta40.txt,500,20,2832.0,51.5,1.8%
Taillard Benchmark/ta40.txt,1000,5,2792.0,109.953125,0.4%
Taillard Benchmark/ta40.txt,1000,10,2783.0,105.59375,0.0%
Taillard Benchmark/ta40.txt,1000,20,2783.0,102.34375,0.0%
Taillard Benchmark/ta40.txt,2500,5,2789.0,276.109375,0.3%
Taillard Benchmark/ta40.txt,2500,10,2784.0,264.15625,0.1%
Taillard Benchmark/ta40.txt,2500,20,2789.0,255.703125,0.3%
Taillard Benchmark/ta41.txt,50,5,3326.0,6.34375,10.0%
Taillard Benchmark/ta41.txt,50,10,3279.0,6.046875,8.4%
Taillard Benchmark/ta41.txt,50,20,3368.0,5.625,11.3%
Taillard Benchmark/ta41.txt,100,5,3292.0,12.828125,8.8%
Taillard Benchmark/ta41.txt,100,10,3251.0,12.1875,7.5%
Taillard Benchmark/ta41.txt,100,20,3282.0,11.953125,8.5%
Taillard Benchmark/ta41.txt,250,5,3298.0,32.03125,9.0%
Taillard Benchmark/ta41.txt,250,10,3238.0,30.1875,7.0%
Taillard Benchmark/ta41.txt,250,20,3193.0,29.265625,5.6%
Taillard Benchmark/ta41.txt,500,5,3271.0,64.234375,8.1%
Taillard Benchmark/ta41.txt,500,10,3206.0,60.984375,6.0%
Taillard Benchmark/ta41.txt,500,20,3180.0,59.0625,5.1%
Taillard Benchmark/ta41.txt,1000,5,3221.0,127.859375,6.5%
Taillard Benchmark/ta41.txt,1000,10,3204.0,122.453125,5.9%
Taillard Benchmark/ta41.txt,1000,20,3162.0,118.109375,4.5%
Taillard Benchmark/ta41.txt,2500,5,3263.0,321.46875,7.9%
Taillard Benchmark/ta41.txt,2500,10,3172.0,307.46875,4.9%
Taillard Benchmark/ta41.txt,2500,20,3169.0,296.765625,4.8%
Taillard Benchmark/ta42.txt,50,5,3193.0,6.03125,10.4%
Taillard Benchmark/ta42.txt,50,10,3191.0,6.359375,10.3%
Taillard Benchmark/ta42.txt,50,20,3180.0,5.703125,10.0%
Taillard Benchmark/ta42.txt,100,5,3175.0,12.84375,9.8%
Taillard Benchmark/ta42.txt,100,10,3139.0,12.09375,8.5%
Taillard Benchmark/ta42.txt,100,20,3193.0,11.53125,10.4%
Taillard Benchmark/ta42.txt,250,5,3194.0,32.109375,10.4%
Taillard Benchmark/ta42.txt,250,10,3126.0,30.5,8.1%
Taillard Benchmark/ta42.txt,250,20,3093.0,30.859375,7.0%
Taillard Benchmark/ta42.txt,500,5,3124.0,63.78125,8.0%
Taillard Benchmark/ta42.txt,500,10,3056.0,61.0,5.7%
Taillard Benchmark/ta42.txt,500,20,3103.0,59.921875,7.3%
Taillard Benchmark/ta42.txt,1000,5,3143.0,127.875,8.7%
Taillard Benchmark/ta42.txt,1000,10,3112.0,122.125,7.6%
Taillard Benchmark/ta42.txt,1000,20,3009.0,117.71875,4.0%
Taillard Benchmark/ta42.txt,2500,5,3116.0,320.390625,7.7%
Taillard Benchmark/ta42.txt,2500,10,3041.0,305.6875,5.2%
Taillard Benchmark/ta42.txt,2500,20,3072.0,297.53125,6.2%
Taillard Benchmark/ta43.txt,50,5,3191.0,6.265625,11.4%
Taillard Benchmark/ta43.txt,50,10,3223.0,5.84375,12.5%
Taillard Benchmark/ta43.txt,50,20,3182.0,6.0625,11.1%
Taillard Benchmark/ta43.txt,100,5,3131.0,12.578125,9.3%
Taillard Benchmark/ta43.txt,100,10,3124.0,11.875,9.1%
Taillard Benchmark/ta43.txt,100,20,3202.0,11.84375,11.8%
Taillard Benchmark/ta43.txt,250,5,3147.0,31.703125,9.9%
